scenario_id,seed_airport_icao,aircraft_lat,aircraft_lon,aircraft_type,aircraft_category,required_runway_m,emergency_type,max_range_km,fuel_state,fuel_multiplier,aircraft_adjusted_range_km,usable_range_km,extended_range_km,binding_side,airport_icao,runway_length_m,runway_width_m,surface_type,approach_type,has_ils,has_medical,medical_level,has_rescue,rescue_category,has_firefighting,has_maintenance,fuel_available,open_24h,is_international,tower_available,weather_reporting,closure_status,restricted_status,unsafe_status,civil_military,slot_restricted,distance_km,runway_margin_m,distance_zone,target_rank,is_top_choice
S00410,RCTP,25.008282,120.64484,E175,regional_jet,1834,security,879,low,0.9,675.0,675.0,1029.912111,aircraft_fuel,RCTP,3660,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,59.752958,1826,preferred,1.0,1
S00410,RCTP,25.008282,120.64484,E175,regional_jet,1834,security,879,low,0.9,675.0,675.0,1029.912111,aircraft_fuel,ZSPD,4000,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,691.607811,2166,extended,2.0,0
S00411,RJCC,42.056269,140.748982,B737 MAX 8,narrow_body,2480,security,749,normal,1.0,1000.0,749.0,1254.355537,emergency,RJAA,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,699.851566,1520,preferred,1.0,1
S00411,RJCC,42.056269,140.748982,B737 MAX 8,narrow_body,2480,security,749,normal,1.0,1000.0,749.0,1254.355537,emergency,RJTT,3360,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,728.271679,880,preferred,2.0,0
S00411,RJCC,42.056269,140.748982,B737 MAX 8,narrow_body,2480,security,749,normal,1.0,1000.0,749.0,1254.355537,emergency,RJCC,3000,61,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,joint,0,111.153991,520,preferred,3.0,0
S00412,UAAA,43.039149,77.139513,B737-800,narrow_body,2366,weather,1125,low,0.9,855.0,855.0,1439.900568,aircraft_fuel,UAAA,4500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,35.905343,2134,preferred,1.0,1
S00412,UAAA,43.039149,77.139513,B737-800,narrow_body,2366,weather,1125,low,0.9,855.0,855.0,1439.900568,aircraft_fuel,UACC,3500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,986.062055,1134,extended,2.0,0
S00412,UAAA,43.039149,77.139513,B737-800,narrow_body,2366,weather,1125,low,0.9,855.0,855.0,1439.900568,aircraft_fuel,OPLA,3360,46,concrete,RNAV,0,0,none,1,basic,1,0,1,1,1,1,1,open,none,caution,civil,0,1303.158616,994,extended,3.0,0
S00413,GMMN,33.275136,-7.048336,A330-300,wide_body,2935,operational_constraints,1053,normal,1.0,1300.0,1053.0,1994.724601,emergency,LEMD,4350,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,859.914194,1415,preferred,1.0,1
S00413,GMMN,33.275136,-7.048336,A330-300,wide_body,2935,operational_constraints,1053,normal,1.0,1300.0,1053.0,1994.724601,emergency,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1921.799048,1280,extended,2.0,0
S00413,GMMN,33.275136,-7.048336,A330-300,wide_body,2935,operational_constraints,1053,normal,1.0,1300.0,1053.0,1994.724601,emergency,GMMN,3720,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,51.36305,785,preferred,3.0,0
S00413,GMMN,33.275136,-7.048336,A330-300,wide_body,2935,operational_constraints,1053,normal,1.0,1300.0,1053.0,1994.724601,emergency,LPPT,3707,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,640.335718,772,preferred,4.0,0
S00413,GMMN,33.275136,-7.048336,A330-300,wide_body,2935,operational_constraints,1053,normal,1.0,1300.0,1053.0,1994.724601,emergency,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1941.710528,967,extended,5.0,0
S00413,GMMN,33.275136,-7.048336,A330-300,wide_body,2935,operational_constraints,1053,normal,1.0,1300.0,1053.0,1994.724601,emergency,DAAG,3500,60,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,0,open,none,safe,civil,0,1008.603748,565,preferred,6.0,0
S00413,GMMN,33.275136,-7.048336,A330-300,wide_body,2935,operational_constraints,1053,normal,1.0,1300.0,1053.0,1994.724601,emergency,DTTA,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,1619.303358,265,extended,7.0,0
S00414,UACC,51.398001,73.138999,A321,narrow_body,2385,fuel,679,critical,0.75,750.0,679.0,1148.940154,emergency,UAAA,4500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,941.136391,2115,extended,1.0,1
S00414,UACC,51.398001,73.138999,A321,narrow_body,2385,fuel,679,critical,0.75,750.0,679.0,1148.940154,emergency,UACC,3500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,123.544638,1115,preferred,2.0,0
S00415,RJCC,42.96831,140.42696,B777-300ER,wide_body,3246,fuel,535,low,0.9,1350.0,535.0,910.586132,emergency,RJAA,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,800.580173,754,extended,1.0,1
S00415,RJCC,42.96831,140.42696,B777-300ER,wide_body,3246,fuel,535,low,0.9,1350.0,535.0,910.586132,emergency,RJTT,3360,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,826.744839,114,extended,2.0,0
S00416,UUEE,56.591284,36.45895,A220-300,narrow_body,2103,security,816,low,0.9,855.0,816.0,1362.211336,emergency,EFHK,3440,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,785.157685,1337,preferred,1.0,1
S00416,UUEE,56.591284,36.45895,A220-300,narrow_body,2103,security,816,low,0.9,855.0,816.0,1362.211336,emergency,ULLI,3780,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,508.711216,1677,preferred,2.0,0
S00416,UUEE,56.591284,36.45895,A220-300,narrow_body,2103,security,816,low,0.9,855.0,816.0,1362.211336,emergency,UUEE,3700,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,90.121903,1597,preferred,3.0,0
S00416,UUEE,56.591284,36.45895,A220-300,narrow_body,2103,security,816,low,0.9,855.0,816.0,1362.211336,emergency,ESSA,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1135.729764,1198,extended,4.0,0
S00417,VTBS,13.686789,100.033319,A350-900,wide_body,3073,medical,619,normal,1.0,1500.0,619.0,1087.547516,emergency,VTBS,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,77.107957,927,preferred,1.0,1
S00418,OKKK,29.012681,48.214154,CRJ900,regional_jet,1795,medical,891,normal,1.0,700.0,700.0,985.235305,aircraft_fuel,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,534.426429,3055,preferred,1.0,1
S00418,OKKK,29.012681,48.214154,CRJ900,regional_jet,1795,medical,891,normal,1.0,700.0,700.0,985.235305,aircraft_fuel,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,33.437474,2785,preferred,2.0,0
S00418,OKKK,29.012681,48.214154,CRJ900,regional_jet,1795,medical,891,normal,1.0,700.0,700.0,985.235305,aircraft_fuel,OERK,4205,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,475.230575,2410,preferred,3.0,0
S00418,OKKK,29.012681,48.214154,CRJ900,regional_jet,1795,medical,891,normal,1.0,700.0,700.0,985.235305,aircraft_fuel,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,822.321309,2652,extended,4.0,0
S00418,OKKK,29.012681,48.214154,CRJ900,regional_jet,1795,medical,891,normal,1.0,700.0,700.0,985.235305,aircraft_fuel,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,387.505064,2161,preferred,5.0,0
S00418,OKKK,29.012681,48.214154,CRJ900,regional_jet,1795,medical,891,normal,1.0,700.0,700.0,985.235305,aircraft_fuel,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,816.334159,2311,extended,6.0,0
S00419,EHAM,51.144572,4.486488,A320,narrow_body,2328,medical,515,low,0.9,855.0,515.0,864.950314,emergency,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,274.57963,1887,preferred,1.0,1
S00419,EHAM,51.144572,4.486488,A320,narrow_body,2328,medical,515,low,0.9,855.0,515.0,864.950314,emergency,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,313.141373,1672,preferred,2.0,0
S00419,EHAM,51.144572,4.486488,A320,narrow_body,2328,medical,515,low,0.9,855.0,515.0,864.950314,emergency,EGLL,3901,50,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,345.675272,1573,preferred,3.0,0
S00419,EHAM,51.144572,4.486488,A320,narrow_body,2328,medical,515,low,0.9,855.0,515.0,864.950314,emergency,EHAM,3800,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,130.836416,1472,preferred,4.0,0
S00419,EHAM,51.144572,4.486488,A320,narrow_body,2328,medical,515,low,0.9,855.0,515.0,864.950314,emergency,EGKK,3317,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,325.860547,989,preferred,5.0,0
S00419,EHAM,51.144572,4.486488,A320,narrow_body,2328,medical,515,low,0.9,855.0,515.0,864.950314,emergency,EIDW,3110,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,773.062557,782,extended,6.0,0
S00419,EHAM,51.144572,4.486488,A320,narrow_body,2328,medical,515,low,0.9,855.0,515.0,864.950314,emergency,EGCC,3048,46,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,521.44533,720,extended,7.0,0
S00420,LIRF,41.135503,12.126473,A350-900,wide_body,2867,operational_constraints,712,normal,1.0,1500.0,712.0,1156.966885,emergency,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,75.124171,1035,preferred,1.0,1
S00420,LIRF,41.135503,12.126473,A350-900,wide_body,2867,operational_constraints,712,normal,1.0,1500.0,712.0,1156.966885,emergency,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1152.080513,1348,extended,2.0,0
S00420,LIRF,41.135503,12.126473,A350-900,wide_body,2867,operational_constraints,712,normal,1.0,1500.0,712.0,1156.966885,emergency,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,1026.59718,1133,extended,3.0,0
S00420,LIRF,41.135503,12.126473,A350-900,wide_body,2867,operational_constraints,712,normal,1.0,1500.0,712.0,1156.966885,emergency,LGAV,4000,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1073.019817,1133,extended,4.0,0
S00420,LIRF,41.135503,12.126473,A350-900,wide_body,2867,operational_constraints,712,normal,1.0,1500.0,712.0,1156.966885,emergency,DTTA,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,503.860087,333,preferred,5.0,0
S00420,LIRF,41.135503,12.126473,A350-900,wide_body,2867,operational_constraints,712,normal,1.0,1500.0,712.0,1156.966885,emergency,DAAG,3500,60,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,0,open,none,safe,civil,0,914.924861,633,extended,6.0,0
S00421,EHAM,52.548049,6.024614,A220-300,narrow_body,2168,fuel,600,critical,0.75,712.5,600.0,937.375545,emergency,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,462.917106,2047,preferred,1.0,1
S00421,EHAM,52.548049,6.024614,A220-300,narrow_body,2168,fuel,600,critical,0.75,712.5,600.0,937.375545,emergency,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,331.086381,1832,preferred,2.0,0
S00421,EHAM,52.548049,6.024614,A220-300,narrow_body,2168,fuel,600,critical,0.75,712.5,600.0,937.375545,emergency,EGLL,3901,50,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,459.529379,1733,preferred,3.0,0
S00421,EHAM,52.548049,6.024614,A220-300,narrow_body,2168,fuel,600,critical,0.75,712.5,600.0,937.375545,emergency,EHAM,3800,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,89.528291,1632,preferred,4.0,0
S00421,EHAM,52.548049,6.024614,A220-300,narrow_body,2168,fuel,600,critical,0.75,712.5,600.0,937.375545,emergency,EGKK,3317,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,453.900108,1149,preferred,5.0,0
S00421,EHAM,52.548049,6.024614,A220-300,narrow_body,2168,fuel,600,critical,0.75,712.5,600.0,937.375545,emergency,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,905.170861,1432,extended,6.0,0
S00421,EHAM,52.548049,6.024614,A220-300,narrow_body,2168,fuel,600,critical,0.75,712.5,600.0,937.375545,emergency,EGCC,3048,46,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,562.865309,880,preferred,7.0,0
S00421,EHAM,52.548049,6.024614,A220-300,narrow_body,2168,fuel,600,critical,0.75,712.5,600.0,937.375545,emergency,EIDW,3110,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,827.194367,942,extended,8.0,0
S00422,OJAI,31.184828,35.79178,A330-300,wide_body,2979,technical,446,critical,0.75,975.0,446.0,752.350303,emergency,HECA,4000,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,437.017189,1021,preferred,1.0,1
S00422,OJAI,31.184828,35.79178,A330-300,wide_body,2979,technical,446,critical,0.75,975.0,446.0,752.350303,emergency,OJAI,3660,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,62.775632,681,preferred,2.0,0
S00422,OJAI,31.184828,35.79178,A330-300,wide_body,2979,technical,446,critical,0.75,975.0,446.0,752.350303,emergency,LCLK,2987,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,457.330578,8,extended,3.0,0
S00422,OJAI,31.184828,35.79178,A330-300,wide_body,2979,technical,446,critical,0.75,975.0,446.0,752.350303,emergency,HELX,3000,45,asphalt,RNAV,0,0,none,1,basic,1,0,1,0,0,1,1,open,none,safe,joint,0,683.215209,21,extended,4.0,0
S00423,WMKK,3.120763,101.833277,A321,narrow_body,2456,technical,767,critical,0.75,750.0,750.0,1184.491303,aircraft_fuel,WMKK,4124,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,43.9072,1668,preferred,1.0,1
S00423,WMKK,3.120763,101.833277,A321,narrow_body,2456,technical,767,critical,0.75,750.0,750.0,1184.491303,aircraft_fuel,WSSS,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,310.474645,1544,preferred,2.0,0
S00423,WMKK,3.120763,101.833277,A321,narrow_body,2456,technical,767,critical,0.75,750.0,750.0,1184.491303,aircraft_fuel,VTBS,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1180.301739,1544,extended,3.0,0
S00423,WMKK,3.120763,101.833277,A321,narrow_body,2456,technical,767,critical,0.75,750.0,750.0,1184.491303,aircraft_fuel,WIMM,3000,60,asphalt,RNAV,1,1,basic,1,basic,1,0,1,1,0,1,1,open,none,safe,civil,0,332.320673,544,preferred,4.0,0
S00424,FMMI,-18.778729,47.122371,E190,regional_jet,1976,weather,1248,normal,1.0,800.0,800.0,1249.487972,aircraft_fuel,FMMI,3100,45,asphalt,VOR,0,0,none,0,none,0,0,1,1,1,1,0,open,none,caution,civil,0,37.575924,1124,preferred,1.0,1
S00425,OPLA,31.146281,74.485694,A321,narrow_body,2478,medical,852,normal,1.0,1000.0,852.0,1462.5848,emergency,VIDP,4430,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,382.483675,1952,preferred,1.0,1
S00425,OPLA,31.146281,74.485694,A321,narrow_body,2478,medical,852,normal,1.0,1000.0,852.0,1462.5848,emergency,UAAA,4500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,1376.011284,2022,extended,2.0,0
S00425,OPLA,31.146281,74.485694,A321,narrow_body,2478,medical,852,normal,1.0,1000.0,852.0,1462.5848,emergency,VABB,3509,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1350.539089,1031,extended,3.0,0
S00425,OPLA,31.146281,74.485694,A321,narrow_body,2478,medical,852,normal,1.0,1000.0,852.0,1462.5848,emergency,OPKC,3400,46,concrete,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,caution,civil,0,998.613605,922,extended,4.0,0
S00426,RKSI,37.337533,126.492108,B777-300ER,wide_body,3169,mechanical,774,normal,1.0,1500.0,774.0,1287.646492,emergency,RKSI,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,15.073668,831,preferred,1.0,1
S00426,RKSI,37.337533,126.492108,B777-300ER,wide_body,3169,mechanical,774,normal,1.0,1500.0,774.0,1287.646492,emergency,ZSPD,4000,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,812.12943,831,extended,2.0,0
S00426,RKSI,37.337533,126.492108,B777-300ER,wide_body,3169,mechanical,774,normal,1.0,1500.0,774.0,1287.646492,emergency,RJAA,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,1252.319307,831,extended,3.0,0
S00426,RKSI,37.337533,126.492108,B777-300ER,wide_body,3169,mechanical,774,normal,1.0,1500.0,774.0,1287.646492,emergency,ZBAA,3810,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,910.458996,641,extended,4.0,0
S00426,RKSI,37.337533,126.492108,B777-300ER,wide_body,3169,mechanical,774,normal,1.0,1500.0,774.0,1287.646492,emergency,RJTT,3360,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1204.667413,191,extended,5.0,0
S00427,WIMM,2.878322,98.725747,E175,regional_jet,1836,medical,789,normal,1.0,750.0,750.0,1166.372471,aircraft_fuel,WMKK,4124,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,331.762472,2288,preferred,1.0,1
S00427,WIMM,2.878322,98.725747,E175,regional_jet,1836,medical,789,normal,1.0,750.0,750.0,1166.372471,aircraft_fuel,WSSS,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,609.549624,2164,preferred,2.0,0
S00427,WIMM,2.878322,98.725747,E175,regional_jet,1836,medical,789,normal,1.0,750.0,750.0,1166.372471,aircraft_fuel,WIMM,3000,60,asphalt,RNAV,1,1,basic,1,basic,1,0,1,1,0,1,1,open,none,safe,civil,0,86.697858,1164,preferred,3.0,0
S00428,RJTT,34.993513,140.078765,A321,narrow_body,2387,operational_constraints,587,low,0.9,900.0,587.0,987.370736,emergency,RJAA,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,90.648584,1613,preferred,1.0,1
S00428,RJTT,34.993513,140.078765,A321,narrow_body,2387,operational_constraints,587,low,0.9,900.0,587.0,987.370736,emergency,RJTT,3360,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,67.277599,973,preferred,2.0,0
S00428,RJTT,34.993513,140.078765,A321,narrow_body,2387,operational_constraints,587,low,0.9,900.0,587.0,987.370736,emergency,RJCC,3000,61,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,joint,0,876.356885,613,extended,3.0,0
S00429,ZSPD,30.678526,121.998709,A320,narrow_body,2466,security,926,normal,1.0,950.0,926.0,1461.724073,emergency,ZSPD,4000,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,54.895684,1534,preferred,1.0,1
S00429,ZSPD,30.678526,121.998709,A320,narrow_body,2466,security,926,normal,1.0,950.0,926.0,1461.724073,emergency,RKSI,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,858.958922,1534,preferred,2.0,0
S00429,ZSPD,30.678526,121.998709,A320,narrow_body,2466,security,926,normal,1.0,950.0,926.0,1461.724073,emergency,RCTP,3660,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,627.307877,1194,preferred,3.0,0
S00429,ZSPD,30.678526,121.998709,A320,narrow_body,2466,security,926,normal,1.0,950.0,926.0,1461.724073,emergency,ZBAA,3810,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1153.555376,1344,extended,4.0,0
S00430,KJFK,40.524894,-73.863094,B737-800,narrow_body,2283,weather,742,normal,1.0,950.0,742.0,1242.907519,emergency,KJFK,4423,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,14.570655,2140,preferred,1.0,1
S00430,KJFK,40.524894,-73.863094,B737-800,narrow_body,2283,weather,742,normal,1.0,950.0,742.0,1242.907519,emergency,KORD,3962,46,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1183.570863,1679,extended,2.0,0
S00430,KJFK,40.524894,-73.863094,B737-800,narrow_body,2283,weather,742,normal,1.0,950.0,742.0,1242.907519,emergency,KATL,3776,46,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1208.822483,1493,extended,3.0,0
S00430,KJFK,40.524894,-73.863094,B737-800,narrow_body,2283,weather,742,normal,1.0,950.0,742.0,1242.907519,emergency,CYYZ,3389,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,590.604254,1106,preferred,4.0,0
S00431,CYVR,48.877122,-124.186311,B737-800,narrow_body,2354,mechanical,888,low,0.9,855.0,855.0,1531.64388,aircraft_fuel,CYVR,3505,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,81.113439,1151,preferred,1.0,1
S00432,DTTA,37.949237,9.942356,B747-8,very_large,3661,security,831,critical,0.75,1162.5,831.0,1349.6761,emergency,LEMD,4350,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1196.746853,689,extended,1.0,1
S00432,DTTA,37.949237,9.942356,B747-8,very_large,3661,security,831,critical,0.75,1162.5,831.0,1349.6761,emergency,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,471.77482,241,preferred,2.0,0
S00432,DTTA,37.949237,9.942356,B747-8,very_large,3661,security,831,critical,0.75,1162.5,831.0,1349.6761,emergency,LGAV,4000,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1226.70472,339,extended,3.0,0
S00432,DTTA,37.949237,9.942356,B747-8,very_large,3661,security,831,critical,0.75,1162.5,831.0,1349.6761,emergency,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,1347.445887,339,extended,4.0,0
S00433,EFHK,59.956017,24.752591,A319,narrow_body,2215,technical,1066,critical,0.75,675.0,675.0,1117.190686,aircraft_fuel,EFHK,3440,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,41.946606,1225,preferred,1.0,1
S00433,EFHK,59.956017,24.752591,A319,narrow_body,2215,technical,1066,critical,0.75,675.0,675.0,1117.190686,aircraft_fuel,ULLI,3780,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,307.86235,1565,preferred,2.0,0
S00433,EFHK,59.956017,24.752591,A319,narrow_body,2215,technical,1066,critical,0.75,675.0,675.0,1117.190686,aircraft_fuel,ESSA,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,383.006025,1086,preferred,3.0,0
S00433,EFHK,59.956017,24.752591,A319,narrow_body,2215,technical,1066,critical,0.75,675.0,675.0,1117.190686,aircraft_fuel,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,756.416905,1385,extended,4.0,0
S00433,EFHK,59.956017,24.752591,A319,narrow_body,2215,technical,1066,critical,0.75,675.0,675.0,1117.190686,aircraft_fuel,UUEE,3700,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,865.803892,1485,extended,5.0,0
S00434,HKJK,-1.585013,36.569456,A321,narrow_body,2406,fuel,377,low,0.9,900.0,377.0,581.749873,emergency,HKJK,4117,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,49.660909,1711,preferred,1.0,1
S00435,LTFM,40.719802,28.018568,A380-800,very_large,3666,medical,996,low,0.9,1440.0,996.0,1809.153813,emergency,LTFM,4100,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,0,open,none,safe,civil,0,85.997685,434,preferred,1.0,1
S00435,LTFM,40.719802,28.018568,A380-800,very_large,3666,medical,996,low,0.9,1440.0,996.0,1809.153813,emergency,LGAV,4000,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,467.430832,334,preferred,2.0,0
S00435,LTFM,40.719802,28.018568,A380-800,very_large,3666,medical,996,low,0.9,1440.0,996.0,1809.153813,emergency,HECA,4000,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1218.380822,334,extended,3.0,0
S00435,LTFM,40.719802,28.018568,A380-800,very_large,3666,medical,996,low,0.9,1440.0,996.0,1809.153813,emergency,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1321.48723,236,extended,4.0,0
S00435,LTFM,40.719802,28.018568,A380-800,very_large,3666,medical,996,low,0.9,1440.0,996.0,1809.153813,emergency,LTAC,3750,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,joint,0,426.304751,84,preferred,5.0,0
