scenario_id,seed_airport_icao,aircraft_lat,aircraft_lon,aircraft_type,aircraft_category,required_runway_m,emergency_type,max_range_km,fuel_state,fuel_multiplier,aircraft_adjusted_range_km,usable_range_km,extended_range_km,binding_side,airport_icao,runway_length_m,runway_width_m,surface_type,approach_type,has_ils,has_medical,medical_level,has_rescue,rescue_category,has_firefighting,has_maintenance,fuel_available,open_24h,is_international,tower_available,weather_reporting,closure_status,restricted_status,unsafe_status,civil_military,slot_restricted,distance_km,runway_margin_m,distance_zone,target_rank,is_top_choice,distance_rank,range_coverage_ratio,runway_rank
S00902,OERK,25.261212,47.05631,E190,regional_jet,1876,medical,761,low,0.9,720.0,720.0,1055.973184,aircraft_fuel,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,375.663406,2080,preferred,2.0,0,2,1.9166,6
S00902,OERK,25.261212,47.05631,E190,regional_jet,1876,medical,761,low,0.9,720.0,720.0,1055.973184,aircraft_fuel,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,449.847688,2704,preferred,3.0,0,3,1.6005,2
S00902,OERK,25.261212,47.05631,E190,regional_jet,1876,medical,761,low,0.9,720.0,720.0,1055.973184,aircraft_fuel,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,457.688213,2974,preferred,4.0,0,4,1.5731,1
S00902,OERK,25.261212,47.05631,E190,regional_jet,1876,medical,761,low,0.9,720.0,720.0,1055.973184,aircraft_fuel,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,771.4168,2230,extended,5.0,0,5,0.9333,5
S00902,OERK,25.261212,47.05631,E190,regional_jet,1876,medical,761,low,0.9,720.0,720.0,1055.973184,aircraft_fuel,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,836.043722,2571,extended,6.0,0,6,0.8612,3
S00905,ESSA,60.081204,17.279505,A330-300,wide_body,2824,security,606,normal,1.0,1300.0,606.0,1099.400067,emergency,ESSA,3301,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,60.240917,477,preferred,1.0,1,1,10.0596,4
S00905,ESSA,60.081204,17.279505,A330-300,wide_body,2824,security,606,normal,1.0,1300.0,606.0,1099.400067,emergency,ENGM,3600,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,342.217298,776,preferred,2.0,0,2,1.7708,2
S00905,ESSA,60.081204,17.279505,A330-300,wide_body,2824,security,606,normal,1.0,1300.0,606.0,1099.400067,emergency,EFHK,3440,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,425.194942,616,preferred,3.0,0,3,1.4252,3
S00905,ESSA,60.081204,17.279505,A330-300,wide_body,2824,security,606,normal,1.0,1300.0,606.0,1099.400067,emergency,ULLI,3780,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,caution,civil,0,722.622421,956,extended,4.0,0,4,0.8386,1
S00906,LTAC,39.886589,32.992219,B737-800,narrow_body,2246,weather,1027,normal,1.0,950.0,950.0,1513.676584,aircraft_fuel,LTAC,3750,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,joint,0,26.856029,1504,preferred,1.0,1,1,35.3738,4
S00906,LTAC,39.886589,32.992219,B737-800,narrow_body,2246,weather,1027,normal,1.0,950.0,950.0,1513.676584,aircraft_fuel,LTFM,4100,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,0,open,none,safe,civil,0,391.432299,1854,preferred,2.0,0,2,2.427,1
S00906,LTAC,39.886589,32.992219,B737-800,narrow_body,2246,weather,1027,normal,1.0,950.0,950.0,1513.676584,aircraft_fuel,LGAV,4000,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,811.8952,1754,preferred,3.0,0,4,1.1701,2
S00906,LTAC,39.886589,32.992219,B737-800,narrow_body,2246,weather,1027,normal,1.0,950.0,950.0,1513.676584,aircraft_fuel,OJAI,3660,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,947.104959,1414,preferred,4.0,0,5,1.0031,5
S00906,LTAC,39.886589,32.992219,B737-800,narrow_body,2246,weather,1027,normal,1.0,950.0,950.0,1513.676584,aircraft_fuel,LCLK,2987,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,560.044321,741,preferred,5.0,0,3,1.6963,6
S00906,LTAC,39.886589,32.992219,B737-800,narrow_body,2246,weather,1027,normal,1.0,950.0,950.0,1513.676584,aircraft_fuel,HECA,4000,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1096.551345,1754,extended,6.0,0,6,0.8664,2
S00909,OTHH,25.756722,51.799581,E190,regional_jet,1922,medical,966,normal,1.0,800.0,800.0,1247.996992,aircraft_fuel,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,57.112242,2928,preferred,1.0,1,1,14.0075,1
S00909,OTHH,25.756722,51.799581,E190,regional_jet,1922,medical,966,normal,1.0,800.0,800.0,1247.996992,aircraft_fuel,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,129.249457,2034,preferred,2.0,0,2,6.1896,7
S00909,OTHH,25.756722,51.799581,E190,regional_jet,1922,medical,966,normal,1.0,800.0,800.0,1247.996992,aircraft_fuel,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,322.079613,2184,preferred,3.0,0,3,2.4839,5
S00909,OTHH,25.756722,51.799581,E190,regional_jet,1922,medical,966,normal,1.0,800.0,800.0,1247.996992,aircraft_fuel,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,362.82021,2525,preferred,4.0,0,4,2.2049,3
S00909,OTHH,25.756722,51.799581,E190,regional_jet,1922,medical,966,normal,1.0,800.0,800.0,1247.996992,aircraft_fuel,OERK,4205,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,520.14463,2283,preferred,5.0,0,5,1.538,4
S00909,OTHH,25.756722,51.799581,E190,regional_jet,1922,medical,966,normal,1.0,800.0,800.0,1247.996992,aircraft_fuel,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,539.724879,2658,preferred,6.0,0,6,1.4822,2
S00909,OTHH,25.756722,51.799581,E190,regional_jet,1922,medical,966,normal,1.0,800.0,800.0,1247.996992,aircraft_fuel,OOMS,4080,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,697.685315,2158,preferred,7.0,0,7,1.1466,6
S00913,OMDB,24.813256,55.263548,A320,narrow_body,2228,technical,831,critical,0.75,712.5,712.5,1096.699807,aircraft_fuel,OMDB,4447,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,49.732773,2219,preferred,1.0,1,1,14.3266,3
S00913,OMDB,24.813256,55.263548,A320,narrow_body,2228,technical,831,critical,0.75,712.5,712.5,1096.699807,aircraft_fuel,OMAA,4106,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,74.628663,1878,preferred,2.0,0,2,9.5473,5
S00913,OMDB,24.813256,55.263548,A320,narrow_body,2228,technical,831,critical,0.75,712.5,712.5,1096.699807,aircraft_fuel,OOMS,4080,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,334.81286,1852,preferred,3.0,0,3,2.1281,6
S00913,OMDB,24.813256,55.263548,A320,narrow_body,2228,technical,831,critical,0.75,712.5,712.5,1096.699807,aircraft_fuel,OTHH,4850,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,371.778894,2622,preferred,4.0,0,4,1.9165,1
S00913,OMDB,24.813256,55.263548,A320,narrow_body,2228,technical,831,critical,0.75,712.5,712.5,1096.699807,aircraft_fuel,OBBI,3956,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,491.427873,1728,preferred,5.0,0,5,1.4499,7
S00913,OMDB,24.813256,55.263548,A320,narrow_body,2228,technical,831,critical,0.75,712.5,712.5,1096.699807,aircraft_fuel,OERK,4205,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,863.937379,1977,extended,6.0,0,6,0.8247,4
S00913,OMDB,24.813256,55.263548,A320,narrow_body,2228,technical,831,critical,0.75,712.5,712.5,1096.699807,aircraft_fuel,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,872.93192,2352,extended,7.0,0,7,0.8162,2
S00914,UAAA,43.228708,75.581811,A320,narrow_body,2376,technical,1081,normal,1.0,950.0,950.0,1543.834255,aircraft_fuel,UAAA,4500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,119.068601,2124,preferred,1.0,1,1,7.9786,1
S00914,UAAA,43.228708,75.581811,A320,narrow_body,2376,technical,1081,normal,1.0,950.0,950.0,1543.834255,aircraft_fuel,UACC,3500,45,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,civil,0,920.940093,1124,preferred,2.0,0,2,1.0316,2
S00914,UAAA,43.228708,75.581811,A320,narrow_body,2376,technical,1081,normal,1.0,950.0,950.0,1543.834255,aircraft_fuel,OPLA,3360,46,concrete,RNAV,0,0,none,1,basic,1,0,1,1,1,1,1,open,none,caution,civil,0,1305.887644,984,extended,3.0,0,3,0.7275,3
S00915,LEMD,40.39642,-3.365624,A220-300,narrow_body,2092,medical,720,normal,1.0,950.0,720.0,1187.665971,emergency,LEMD,4350,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,20.543493,2258,preferred,1.0,1,1,35.0476,1
S00915,LEMD,40.39642,-3.365624,A220-300,narrow_body,2092,medical,720,normal,1.0,950.0,720.0,1187.665971,emergency,LPPT,3707,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,525.940206,1615,preferred,2.0,0,2,1.369,4
S00915,LEMD,40.39642,-3.365624,A220-300,narrow_body,2092,medical,720,normal,1.0,950.0,720.0,1187.665971,emergency,DAAG,3500,60,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,0,open,none,safe,civil,0,704.634196,1408,preferred,3.0,0,3,1.0218,5
S00915,LEMD,40.39642,-3.365624,A220-300,narrow_body,2092,medical,720,normal,1.0,950.0,720.0,1187.665971,emergency,GMMN,3720,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,866.910981,1628,extended,4.0,0,4,0.8305,3
S00915,LEMD,40.39642,-3.365624,A220-300,narrow_body,2092,medical,720,normal,1.0,950.0,720.0,1187.665971,emergency,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1065.036618,2123,extended,5.0,0,5,0.676,2
S00917,RJTT,36.165586,140.012539,A330-300,wide_body,3005,medical,831,normal,1.0,1300.0,831.0,1426.404509,emergency,RJAA,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,55.631695,995,preferred,1.0,1,1,14.9375,1
S00917,RJTT,36.165586,140.012539,A330-300,wide_body,3005,medical,831,normal,1.0,1300.0,831.0,1426.404509,emergency,RJTT,3360,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,71.439414,355,preferred,2.0,0,2,11.6322,3
S00917,RJTT,36.165586,140.012539,A330-300,wide_body,3005,medical,831,normal,1.0,1300.0,831.0,1426.404509,emergency,RKSI,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1214.801953,995,extended,3.0,0,3,0.6841,1
S00920,DTTA,36.724928,9.977441,A350-900,wide_body,3055,medical,595,normal,1.0,1500.0,595.0,1045.144087,emergency,DTTA,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,26.290747,145,preferred,1.0,1,1,22.6315,3
S00920,DTTA,36.724928,9.977441,A350-900,wide_body,3055,medical,595,normal,1.0,1500.0,595.0,1045.144087,emergency,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,597.742128,847,extended,2.0,0,2,0.9954,1
S00920,DTTA,36.724928,9.977441,A350-900,wide_body,3055,medical,595,normal,1.0,1500.0,595.0,1045.144087,emergency,DAAG,3500,60,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,0,open,none,safe,civil,0,602.747229,445,extended,3.0,0,3,0.9871,2
S00922,HELX,25.140899,33.266339,A320,narrow_body,2312,operational_constraints,1184,critical,0.75,712.5,712.5,1281.035758,aircraft_fuel,HECA,4000,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,582.55935,1688,preferred,1.0,1,2,1.2231,1
S00922,HELX,25.140899,33.266339,A320,narrow_body,2312,operational_constraints,1184,critical,0.75,712.5,712.5,1281.035758,aircraft_fuel,HELX,3000,45,asphalt,RNAV,0,0,none,1,basic,1,0,1,0,0,1,1,open,none,safe,joint,0,81.456802,688,preferred,2.0,0,1,8.747,3
S00922,HELX,25.140899,33.266339,A320,narrow_body,2312,operational_constraints,1184,critical,0.75,712.5,712.5,1281.035758,aircraft_fuel,OJAI,3660,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,778.816035,1348,extended,3.0,0,3,0.9149,2
S00922,HELX,25.140899,33.266339,A320,narrow_body,2312,operational_constraints,1184,critical,0.75,712.5,712.5,1281.035758,aircraft_fuel,LCLK,2987,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,1082.941511,675,extended,4.0,0,4,0.6579,4
S00925,OPLA,31.769394,74.95478,A320,narrow_body,2365,operational_constraints,899,critical,0.75,712.5,712.5,1216.930528,aircraft_fuel,VIDP,4430,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,412.338539,2065,preferred,1.0,1,2,1.7279,1
S00925,OPLA,31.769394,74.95478,A320,narrow_body,2365,operational_constraints,899,critical,0.75,712.5,712.5,1216.930528,aircraft_fuel,OPLA,3360,46,concrete,RNAV,0,0,none,1,basic,1,0,1,1,1,1,1,open,none,caution,civil,0,59.003575,995,preferred,2.0,0,1,12.0755,3
S00925,OPLA,31.769394,74.95478,A320,narrow_body,2365,operational_constraints,899,critical,0.75,712.5,712.5,1216.930528,aircraft_fuel,OPKC,3400,46,concrete,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,caution,civil,0,1078.285589,1035,extended,3.0,0,3,0.6608,2
S00925,OPLA,31.769394,74.95478,A320,narrow_body,2365,operational_constraints,899,critical,0.75,712.5,712.5,1216.930528,aircraft_fuel,VNKT,3350,45,asphalt,VOR,0,0,none,0,none,0,0,1,1,1,1,1,open,none,caution,civil,0,1101.264314,985,extended,4.0,0,4,0.647,4
S00927,RJTT,36.057381,139.057232,E190,regional_jet,1894,weather,503,normal,1.0,800.0,503.0,789.741087,emergency,RJTT,3360,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,86.704617,1466,preferred,1.0,1,1,5.8013,2
S00927,RJTT,36.057381,139.057232,E190,regional_jet,1894,weather,503,normal,1.0,800.0,503.0,789.741087,emergency,RJAA,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,124.134724,2106,preferred,2.0,0,2,4.052,1
S00927,RJTT,36.057381,139.057232,E190,regional_jet,1894,weather,503,normal,1.0,800.0,503.0,789.741087,emergency,RJCC,3000,61,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,joint,0,780.321657,1106,extended,3.0,0,3,0.6446,3
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,LGAV,4000,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,79.396342,1042,preferred,1.0,1,1,14.0813,2
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,LTFM,4100,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,0,open,none,safe,civil,0,631.784229,1142,preferred,2.0,0,2,1.7696,1
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,HECA,4000,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1095.128994,1042,preferred,3.0,0,6,1.0209,2
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1072.367678,944,preferred,4.0,0,5,1.0426,5
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,LTAC,3750,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,joint,0,887.169554,792,preferred,5.0,0,3,1.2602,6
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,1836.801667,1042,extended,6.0,0,11,0.6087,2
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,LCLK,2987,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,960.239634,29,preferred,7.0,0,4,1.1643,11
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,OJAI,3660,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1313.096554,702,extended,8.0,0,8,0.8514,7
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,DAAG,3500,60,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,0,open,none,safe,civil,0,1788.599561,542,extended,9.0,0,10,0.6251,8
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,DTTA,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,1167.235493,242,extended,10.0,0,7,0.9578,9
S00930,LGAV,37.376358,23.385016,B767-300ER,wide_body,2958,operational_constraints,1118,normal,1.0,1250.0,1118.0,2019.856058,emergency,HELX,3000,45,asphalt,RNAV,0,0,none,1,basic,1,0,1,0,0,1,1,open,none,safe,joint,0,1571.143892,42,extended,11.0,0,9,0.7116,10
S00931,OJAI,31.184929,36.295574,A320,narrow_body,2341,security,836,low,0.9,855.0,836.0,1354.149689,emergency,OJAI,3660,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,66.310402,1319,preferred,1.0,1,1,12.6074,6
S00931,OJAI,31.184929,36.295574,A320,narrow_body,2341,security,836,low,0.9,855.0,836.0,1354.149689,emergency,HECA,4000,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,483.549737,1659,preferred,2.0,0,3,1.7289,4
S00931,OJAI,31.184929,36.295574,A320,narrow_body,2341,security,836,low,0.9,855.0,836.0,1354.149689,emergency,LCLK,2987,45,asphalt,ILS,1,0,none,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,479.899961,646,preferred,3.0,0,2,1.742,8
S00931,OJAI,31.184929,36.295574,A320,narrow_body,2341,security,836,low,0.9,855.0,836.0,1354.149689,emergency,OKKK,4580,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1142.266035,2239,extended,4.0,0,6,0.7319,1
S00931,OJAI,31.184929,36.295574,A320,narrow_body,2341,security,836,low,0.9,855.0,836.0,1354.149689,emergency,OERK,4205,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1232.389511,1864,extended,5.0,0,7,0.6784,2
S00931,OJAI,31.184929,36.295574,A320,narrow_body,2341,security,836,low,0.9,855.0,836.0,1354.149689,emergency,LTFM,4100,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,0,open,none,safe,civil,0,1309.833947,1759,extended,6.0,0,8,0.6382,3
S00931,OJAI,31.184929,36.295574,A320,narrow_body,2341,security,836,low,0.9,855.0,836.0,1354.149689,emergency,HELX,3000,45,asphalt,RNAV,0,0,none,1,basic,1,0,1,0,0,1,1,open,none,safe,joint,0,706.327062,659,preferred,7.0,0,4,1.1836,7
S00931,OJAI,31.184929,36.295574,A320,narrow_body,2341,security,836,low,0.9,855.0,836.0,1354.149689,emergency,LTAC,3750,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,joint,0,1037.956184,1409,extended,8.0,0,5,0.8054,5
S00932,RKSI,37.653848,127.379766,A330-300,wide_body,2886,weather,873,normal,1.0,1300.0,873.0,1437.423452,emergency,RKSI,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,84.403379,1114,preferred,1.0,1,1,10.3432,1
S00932,RKSI,37.653848,127.379766,A330-300,wide_body,2886,weather,873,normal,1.0,1300.0,873.0,1437.423452,emergency,ZSPD,4000,60,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,885.971456,1114,extended,2.0,0,2,0.9854,1
S00932,RKSI,37.653848,127.379766,A330-300,wide_body,2886,weather,873,normal,1.0,1300.0,873.0,1437.423452,emergency,RJAA,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,1177.40235,1114,extended,3.0,0,5,0.7415,1
S00932,RKSI,37.653848,127.379766,A330-300,wide_body,2886,weather,873,normal,1.0,1300.0,873.0,1437.423452,emergency,ZBAA,3810,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,970.978146,924,extended,4.0,0,3,0.8991,4
S00932,RKSI,37.653848,127.379766,A330-300,wide_body,2886,weather,873,normal,1.0,1300.0,873.0,1437.423452,emergency,RJTT,3360,61,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1131.082351,474,extended,5.0,0,4,0.7718,5
S00932,RKSI,37.653848,127.379766,A330-300,wide_body,2886,weather,873,normal,1.0,1300.0,873.0,1437.423452,emergency,RJCC,3000,61,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,1,open,none,safe,joint,0,1339.59942,114,extended,6.0,0,6,0.6517,6
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,LEMD,4350,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,67.243846,2044,preferred,1.0,1,1,14.1277,1
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,LPPT,3707,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,445.726122,1401,preferred,2.0,0,2,2.1314,8
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,GMMN,3720,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,823.869579,1414,preferred,3.0,0,4,1.1531,7
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,DAAG,3500,60,asphalt,RNAV,0,1,basic,1,basic,1,1,1,1,1,1,0,open,none,safe,civil,0,768.722406,1194,preferred,4.0,0,3,1.2358,9
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,LFPG,4215,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1109.485886,1909,extended,5.0,0,5,0.8563,2
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,EGLL,3901,50,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1276.918036,1595,extended,6.0,0,7,0.744,5
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,LIRF,3902,60,asphalt,ILS,1,1,basic,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1397.852779,1596,extended,7.0,0,9,0.6796,4
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,EDDF,4000,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,0,1,1,1,open,none,safe,civil,1,1475.617552,1694,extended,8.0,0,12,0.6438,3
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,EHAM,3800,60,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1503.854178,1494,extended,9.0,0,13,0.6317,6
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,EGKK,3317,45,asphalt,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,1,1247.604863,1011,extended,10.0,0,6,0.7615,10
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,DTTA,3200,45,asphalt,RNAV,0,1,basic,1,basic,1,0,1,1,1,1,1,open,none,safe,civil,0,1320.205939,894,extended,11.0,0,8,0.7196,11
S00933,LEMD,40.302499,-4.325723,A320,narrow_body,2306,security,1003,normal,1.0,950.0,950.0,1629.95104,aircraft_fuel,EIDW,3110,45,concrete,ILS,1,1,advanced,1,major,1,1,1,1,1,1,1,open,none,safe,civil,0,1466.830224,804,extended,12.0,0,11,0.6477,12
